tconst,Year,IMDb rating,Movie title,Staff name,dir_mov,dir_mov_set
tt1568921,2010,7.6,The Secret World of Arrietty,Hiromasa Yonebayashi,The Secret World of Arrietty Hiromasa Yonebayashi,"frozenset({'of', 'Hiromasa', 'World', 'The', 'Secret', 'Yonebayashi', 'Arrietty'})"
tt1570728,2011,7.4,"Crazy, Stupid, Love.",Glenn Ficarra John Requa,"Crazy, Stupid, Love. Glenn Ficarra John Requa","frozenset({'Crazy,', 'Love.', 'Ficarra', 'Glenn', 'Requa', 'Stupid,', 'John'})"
tt1571222,2011,6.4,A Dangerous Method,David Cronenberg,A Dangerous Method David Cronenberg,"frozenset({'Dangerous', 'Method', 'Cronenberg', 'David', 'A'})"
tt1571234,2018,6.1,Mortal Engines,Christian Rivers,Mortal Engines Christian Rivers,"frozenset({'Mortal', 'Engines', 'Rivers', 'Christian'})"
tt1571249,2014,6.8,The Skeleton Twins,Craig Johnson,The Skeleton Twins Craig Johnson,"frozenset({'Craig', 'Skeleton', 'Johnson', 'The', 'Twins'})"
tt1571724,2010,7.1,Honey,Semih Kaplanoglu,Honey Semih Kaplanoglu,"frozenset({'Honey', 'Semih', 'Kaplanoglu'})"
tt1572306,2014,4.8,Don't Blink,Travis Oates,Don't Blink Travis Oates,"frozenset({'Travis', ""Don't"", 'Oates', 'Blink'})"
tt1572311,2010,2.6,Tees Maar Khan,Farah Khan,Tees Maar Khan Farah Khan,"frozenset({'Tees', 'Khan', 'Farah', 'Maar'})"
tt1572315,2013,4.8,Texas Chainsaw,John Luessenhop,Texas Chainsaw John Luessenhop,"frozenset({'Texas', 'Chainsaw', 'John', 'Luessenhop'})"
tt1572491,2010,6.5,The Last Circus,Álex de la Iglesia,The Last Circus Álex de la Iglesia,"frozenset({'Álex', 'Last', 'The', 'la', 'Circus', 'Iglesia', 'de'})"
tt1572781,2010,8.0,The Disappearance of Haruhi Suzumiya,Tatsuya Ishihara Yasuhiro Takemoto,The Disappearance of Haruhi Suzumiya Tatsuya Ishihara Yasuhiro Takemoto,"frozenset({'Yasuhiro', 'Takemoto', 'of', 'Tatsuya', 'Disappearance', 'Ishihara', 'The', 'Haruhi', 'Suzumiya'})"
tt1573072,2010,5.4,Housefull,Sajid Khan,Housefull Sajid Khan,"frozenset({'Housefull', 'Sajid', 'Khan'})"
tt1575539,2010,6.1,Elena Undone,Nicole Conn,Elena Undone Nicole Conn,"frozenset({'Undone', 'Elena', 'Nicole', 'Conn'})"
tt1575694,2011,5.4,The Hit List,William Kaufman,The Hit List William Kaufman,"frozenset({'List', 'Hit', 'The', 'William', 'Kaufman'})"
tt1577061,2010,4.1,Recep Ivedik 3,Togan Gökbakar,Recep Ivedik 3 Togan Gökbakar,"frozenset({'Ivedik', 'Recep', 'Togan', '3', 'Gökbakar'})"
tt1578116,2010,6.4,Atithi Tum Kab Jaoge?,Ashwani Dhir,Atithi Tum Kab Jaoge? Ashwani Dhir,"frozenset({'Tum', 'Jaoge?', 'Kab', 'Atithi', 'Ashwani', 'Dhir'})"
tt1578275,2011,5.3,The Dilemma,Ron Howard,The Dilemma Ron Howard,"frozenset({'The', 'Howard', 'Dilemma', 'Ron'})"
tt1578882,2011,5.0,Elephant White,Prachya Pinkaew,Elephant White Prachya Pinkaew,"frozenset({'Pinkaew', 'Elephant', 'White', 'Prachya'})"
tt15791034,2022,7.3,Barbarian,Zach Cregger,Barbarian Zach Cregger,"frozenset({'Barbarian', 'Cregger', 'Zach'})"
tt1579361,2012,7.7,Chasing Ice,Jeff Orlowski-Yang,Chasing Ice Jeff Orlowski-Yang,"frozenset({'Chasing', 'Ice', 'Jeff', 'Orlowski-Yang'})"
tt1580426,2010,5.7,Repeaters,Carl Bessai,Repeaters Carl Bessai,"frozenset({'Repeaters', 'Carl', 'Bessai'})"
tt15807910,2022,6.6,I Used to Be Famous,Eddie Sternberg,I Used to Be Famous Eddie Sternberg,"frozenset({'to', 'Used', 'Be', 'Eddie', 'I', 'Sternberg', 'Famous'})"
tt1581835,2010,6.3,Daydream Nation,Michael Goldbach,Daydream Nation Michael Goldbach,"frozenset({'Goldbach', 'Nation', 'Daydream', 'Michael'})"
tt1582248,2011,6.8,Puncture,Adam Kassen,Puncture Adam Kassen,"frozenset({'Puncture', 'Adam', 'Kassen'})"
tt1582271,2011,5.5,The Good Doctor,Lance Daly,The Good Doctor Lance Daly,"frozenset({'Doctor', 'Daly', 'Good', 'The', 'Lance'})"
tt1582507,2012,5.5,House at the End of the Street,Mark Tonderai,House at the End of the Street Mark Tonderai,"frozenset({'Street', 'House', 'of', 'Mark', 'at', 'Tonderai', 'End', 'the'})"
tt1582519,2010,7.6,Khaleja,Trivikram Srinivas,Khaleja Trivikram Srinivas,"frozenset({'Srinivas', 'Trivikram', 'Khaleja'})"
tt1583421,2013,5.7,G.I. Joe: Retaliation,Jon M. Chu,G.I. Joe: Retaliation Jon M. Chu,"frozenset({'G.I.', 'M.', 'Jon', 'Chu', 'Retaliation', 'Joe:'})"
tt1586001,2010,7.2,Veda - Atatürk,Zülfü Livaneli,Veda - Atatürk Zülfü Livaneli,"frozenset({'Livaneli', 'Atatürk', '-', 'Zülfü', 'Veda'})"
tt1586265,2012,5.7,What to Expect When You're Expecting,Kirk Jones,What to Expect When You're Expecting Kirk Jones,"frozenset({'to', 'Expect', 'Kirk', ""You're"", 'What', 'Jones', 'Expecting', 'When'})"
tt1586752,2011,6.7,Machine Gun Preacher,Marc Forster,Machine Gun Preacher Marc Forster,"frozenset({'Forster', 'Machine', 'Preacher', 'Gun', 'Marc'})"
tt1587310,2014,6.9,Maleficent,Robert Stromberg,Maleficent Robert Stromberg,"frozenset({'Stromberg', 'Robert', 'Maleficent'})"
tt1587828,2011,6.2,Confessions of a Brazilian Call Girl,Marcus Baldini,Confessions of a Brazilian Call Girl Marcus Baldini,"frozenset({'Confessions', 'of', 'Girl', 'Brazilian', 'Call', 'Marcus', 'Baldini', 'a'})"
tt1588170,2010,7.8,I Saw the Devil,Jee-woon Kim,I Saw the Devil Jee-woon Kim,"frozenset({'Devil', 'Jee-woon', 'Kim', 'Saw', 'I', 'the'})"
tt1588173,2013,6.8,Warm Bodies,Jonathan Levine,Warm Bodies Jonathan Levine,"frozenset({'Jonathan', 'Levine', 'Bodies', 'Warm'})"
tt1588334,2011,6.5,"Jeff, Who Lives at Home",Jay Duplass Mark Duplass,"Jeff, Who Lives at Home Jay Duplass Mark Duplass","frozenset({'Duplass', 'Jay', 'Jeff,', 'Mark', 'at', 'Lives', 'Who', 'Home'})"
tt1588337,2010,7.2,Of Gods and Men,Xavier Beauvois,Of Gods and Men Xavier Beauvois,"frozenset({'and', 'Of', 'Gods', 'Men', 'Beauvois', 'Xavier'})"
tt1588342,2012,6.2,Easy Money II: Hard to Kill,Babak Najafi Phillip Argeadson,Easy Money II: Hard to Kill Babak Najafi Phillip Argeadson,"frozenset({'to', 'Phillip', 'Money', 'Easy', 'Argeadson', 'II:', 'Kill', 'Najafi', 'Hard', 'Babak'})"
tt1588398,2011,5.3,Sleeping Beauty,Julia Leigh,Sleeping Beauty Julia Leigh,"frozenset({'Leigh', 'Sleeping', 'Julia', 'Beauty'})"
tt1588875,2010,6.9,How I Ended This Summer,Alexei Popogrebsky,How I Ended This Summer Alexei Popogrebsky,"frozenset({'This', 'Ended', 'How', 'Summer', 'Popogrebsky', 'I', 'Alexei'})"
tt1588878,2016,5.2,The Late Bloomer,Kevin Pollak,The Late Bloomer Kevin Pollak,"frozenset({'Bloomer', 'Late', 'The', 'Pollak', 'Kevin'})"
tt1588895,2010,6.7,Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,Uncle Boonmee Who Can Recall His Past Lives Apichatpong Weerasethakul,"frozenset({'Uncle', 'Weerasethakul', 'Can', 'Boonmee', 'Recall', 'His', 'Lives', 'Apichatpong', 'Past', 'Who'})"
tt1590024,2010,7.0,"If I Want to Whistle, I Whistle",Florin Serban,"If I Want to Whistle, I Whistle Florin Serban","frozenset({'to', 'Serban', 'Whistle,', 'Florin', 'Whistle', 'If', 'Want', 'I'})"
tt1590089,2010,7.7,Confessions,Tetsuya Nakashima,Confessions Tetsuya Nakashima,"frozenset({'Confessions', 'Tetsuya', 'Nakashima'})"
tt1590193,2018,6.3,The Commuter,Jaume Collet-Serra,The Commuter Jaume Collet-Serra,"frozenset({'Jaume', 'The', 'Collet-Serra', 'Commuter'})"
tt1590950,2011,5.5,Age of Heroes,Adrian Vitoria,Age of Heroes Adrian Vitoria,"frozenset({'Heroes', 'of', 'Vitoria', 'Adrian', 'Age'})"
tt1591095,2010,6.8,Insidious,James Wan,Insidious James Wan,"frozenset({'James', 'Wan', 'Insidious'})"
tt1591479,2012,6.4,Act of Valor,Mike McCoy Scott Waugh,Act of Valor Mike McCoy Scott Waugh,"frozenset({'Mike', 'Valor', 'of', 'Scott', 'Act', 'McCoy', 'Waugh'})"
tt1592281,2011,6.5,Take This Waltz,Sarah Polley,Take This Waltz Sarah Polley,"frozenset({'This', 'Waltz', 'Polley', 'Take', 'Sarah'})"
tt1592525,2012,6.0,Lockout,James Mather Steve Saint Leger,Lockout James Mather Steve Saint Leger,"frozenset({'Lockout', 'Saint', 'Steve', 'Mather', 'James', 'Leger'})"
tt1592873,2012,4.3,LOL,Lisa Azuelos,LOL Lisa Azuelos,"frozenset({'Lisa', 'Azuelos', 'LOL'})"
tt1594562,2011,5.5,The Innkeepers,Ti West,The Innkeepers Ti West,"frozenset({'The', 'Innkeepers', 'Ti', 'West'})"
tt1594918,2010,7.0,Eyyvah Eyvah,Hakan Algül,Eyyvah Eyvah Hakan Algül,"frozenset({'Algül', 'Eyyvah', 'Eyvah', 'Hakan'})"
tt1594972,2016,3.4,Norm of the North,Trevor Wall,Norm of the North Trevor Wall,"frozenset({'Trevor', 'of', 'North', 'Norm', 'the', 'Wall'})"
tt1595366,2010,7.5,What Men Talk About,Dmitriy Dyachenko,What Men Talk About Dmitriy Dyachenko,"frozenset({'About', 'Men', 'What', 'Dmitriy', 'Dyachenko', 'Talk'})"
tt1595656,2012,5.8,To the Wonder,Terrence Malick,To the Wonder Terrence Malick,"frozenset({'To', 'Terrence', 'the', 'Malick', 'Wonder'})"
tt1596343,2011,7.3,Fast Five,Justin Lin,Fast Five Justin Lin,"frozenset({'Fast', 'Five', 'Justin', 'Lin'})"
tt1596345,2014,7.0,Pawn Sacrifice,Edward Zwick,Pawn Sacrifice Edward Zwick,"frozenset({'Zwick', 'Sacrifice', 'Pawn', 'Edward'})"
tt1596346,2011,7.0,Soul Surfer,Sean McNamara,Soul Surfer Sean McNamara,"frozenset({'Sean', 'McNamara', 'Soul', 'Surfer'})"
tt1596350,2012,6.3,This Means War,McG,This Means War McG,"frozenset({'This', 'Means', 'McG', 'War'})"
tt1596363,2015,7.8,The Big Short,Adam McKay,The Big Short Adam McKay,"frozenset({'Adam', 'Big', 'The', 'McKay', 'Short'})"
tt1596365,2012,6.4,The Woman in Black,James Watkins,The Woman in Black James Watkins,"frozenset({'Watkins', 'The', 'James', 'Woman', 'in', 'Black'})"
tt1597522,2012,5.3,Astérix and Obélix: God Save Britannia,Laurent Tirard,Astérix and Obélix: God Save Britannia Laurent Tirard,"frozenset({'and', 'God', 'Laurent', 'Obélix:', 'Save', 'Astérix', 'Tirard', 'Britannia'})"
tt1598642,2015,6.0,Z for Zachariah,Craig Zobel,Z for Zachariah Craig Zobel,"frozenset({'Z', 'Craig', 'for', 'Zobel', 'Zachariah'})"
tt1598778,2011,6.8,Contagion,Steven Soderbergh,Contagion Steven Soderbergh,"frozenset({'Soderbergh', 'Contagion', 'Steven'})"
tt1598822,2011,5.6,New Year's Eve,Garry Marshall,New Year's Eve Garry Marshall,"frozenset({'New', 'Marshall', 'Garry', ""Year's"", 'Eve'})"
tt1598828,2012,5.3,One for the Money,Julie Anne Robinson,One for the Money Julie Anne Robinson,"frozenset({'Julie', 'for', 'Money', 'Robinson', 'Anne', 'One', 'the'})"
tt1598873,2012,6.2,Cleanskin,Hadi Hajaig,Cleanskin Hadi Hajaig,"frozenset({'Hajaig', 'Hadi', 'Cleanskin'})"
tt1599348,2012,6.7,Safe House,Daniel Espinosa,Safe House Daniel Espinosa,"frozenset({'Safe', 'Espinosa', 'House', 'Daniel'})"
tt1600195,2011,5.1,Abduction,John Singleton,Abduction John Singleton,"frozenset({'Abduction', 'John', 'Singleton'})"
tt1600196,2014,7.0,The Drop,Michaël R. Roskam,The Drop Michaël R. Roskam,"frozenset({'R.', 'Michaël', 'The', 'Roskam', 'Drop'})"
tt1601475,2011,5.6,Seconds Apart,Antonio Negret,Seconds Apart Antonio Negret,"frozenset({'Negret', 'Apart', 'Antonio', 'Seconds'})"
tt1601913,2011,6.8,The Grey,Joe Carnahan,The Grey Joe Carnahan,"frozenset({'Carnahan', 'Joe', 'The', 'Grey'})"
tt1602098,2011,6.7,Albert Nobbs,Rodrigo García,Albert Nobbs Rodrigo García,"frozenset({'García', 'Nobbs', 'Rodrigo', 'Albert'})"
tt1602476,2010,6.1,Badmaash Company,Parmeet Sethi,Badmaash Company Parmeet Sethi,"frozenset({'Parmeet', 'Company', 'Sethi', 'Badmaash'})"
tt1602613,2013,5.7,Only God Forgives,Nicolas Winding Refn,Only God Forgives Nicolas Winding Refn,"frozenset({'Refn', 'Only', 'God', 'Forgives', 'Winding', 'Nicolas'})"
tt1602620,2012,7.9,Amour,Michael Haneke,Amour Michael Haneke,"frozenset({'Amour', 'Michael', 'Haneke'})"
tt1603257,2012,4.7,ATM,David Brooks,ATM David Brooks,"frozenset({'David', 'ATM', 'Brooks'})"
tt1604171,2011,5.4,Prom,Joe Nussbaum,Prom Joe Nussbaum,"frozenset({'Joe', 'Prom', 'Nussbaum'})"
tt1605630,2012,6.7,American Reunion,Jon Hurwitz Hayden Schlossberg,American Reunion Jon Hurwitz Hayden Schlossberg,"frozenset({'Schlossberg', 'American', 'Hayden', 'Reunion', 'Jon', 'Hurwitz'})"
tt1605717,2014,6.9,Frank,Lenny Abrahamson,Frank Lenny Abrahamson,"frozenset({'Lenny', 'Abrahamson', 'Frank'})"
tt1605777,2011,5.3,The Woman in the Fifth,Pawel Pawlikowski,The Woman in the Fifth Pawel Pawlikowski,"frozenset({'Pawlikowski', 'Fifth', 'The', 'Woman', 'in', 'the', 'Pawel'})"
tt1605783,2011,7.7,Midnight in Paris,Woody Allen,Midnight in Paris Woody Allen,"frozenset({'Midnight', 'Paris', 'Woody', 'in', 'Allen'})"
tt1606180,2011,7.0,That's What I Am,Michael Pavone,That's What I Am Michael Pavone,"frozenset({'Am', 'Michael', 'Pavone', 'What', ""That's"", 'I'})"
tt1606378,2013,5.2,A Good Day to Die Hard,John Moore,A Good Day to Die Hard John Moore,"frozenset({'to', 'Moore', 'Good', 'Hard', 'A', 'John', 'Die', 'Day'})"
tt1606384,2011,7.6,My Way,Je-kyu Kang,My Way Je-kyu Kang,"frozenset({'Je-kyu', 'My', 'Kang', 'Way'})"
tt1606389,2012,6.8,The Vow,Michael Sucsy,The Vow Michael Sucsy,"frozenset({'The', 'Sucsy', 'Vow', 'Michael'})"
tt1606392,2011,7.1,Win Win,Tom McCarthy,Win Win Tom McCarthy,"frozenset({'Tom', 'Win', 'McCarthy'})"
tt1609168,2010,8.1,Vinnaithaandi Varuvaayaa,Gautham Vasudev Menon,Vinnaithaandi Varuvaayaa Gautham Vasudev Menon,"frozenset({'Menon', 'Varuvaayaa', 'Vinnaithaandi', 'Vasudev', 'Gautham'})"
tt1609479,2014,6.2,Better Living Through Chemistry,Geoff Moore David Posamentier,Better Living Through Chemistry Geoff Moore David Posamentier,"frozenset({'Better', 'Moore', 'Through', 'Chemistry', 'David', 'Living', 'Geoff', 'Posamentier'})"
tt1610452,2010,7.2,Band Baaja Baaraat,Maneesh Sharma,Band Baaja Baaraat Maneesh Sharma,"frozenset({'Baaraat', 'Sharma', 'Band', 'Baaja', 'Maneesh'})"
tt1610525,2016,6.5,Chuck,Philippe Falardeau,Chuck Philippe Falardeau,"frozenset({'Falardeau', 'Philippe', 'Chuck'})"
tt1610996,2011,5.8,Absentia,Mike Flanagan,Absentia Mike Flanagan,"frozenset({'Mike', 'Flanagan', 'Absentia'})"
tt1611224,2012,5.9,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,Abraham Lincoln: Vampire Hunter Timur Bekmambetov,"frozenset({'Bekmambetov', 'Lincoln:', 'Timur', 'Hunter', 'Abraham', 'Vampire'})"
tt1612774,2010,5.7,Rubber,Quentin Dupieux,Rubber Quentin Dupieux,"frozenset({'Dupieux', 'Quentin', 'Rubber'})"
tt1613062,2011,7.5,The Music Never Stopped,Jim Kohlberg,The Music Never Stopped Jim Kohlberg,"frozenset({'Kohlberg', 'Stopped', 'The', 'Never', 'Music', 'Jim'})"
tt1613750,2012,7.2,Kon-Tiki,Joachim Rønning Espen Sandberg,Kon-Tiki Joachim Rønning Espen Sandberg,"frozenset({'Rønning', 'Kon-Tiki', 'Sandberg', 'Espen', 'Joachim'})"
tt1614989,2011,7.5,Headhunters,Morten Tyldum,Headhunters Morten Tyldum,"frozenset({'Headhunters', 'Tyldum', 'Morten'})"
tt1615065,2012,6.4,Savages,Oliver Stone,Savages Oliver Stone,"frozenset({'Savages', 'Oliver', 'Stone'})"
tt1615147,2011,7.1,Margin Call,J.C. Chandor,Margin Call J.C. Chandor,"frozenset({'Call', 'Chandor', 'Margin', 'J.C.'})"
tt1615160,2017,7.0,The Foreigner,Martin Campbell,The Foreigner Martin Campbell,"frozenset({'The', 'Campbell', 'Foreigner', 'Martin'})"
tt1615918,2011,4.3,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,Alvin and the Chipmunks: Chipwrecked Mike Mitchell,"frozenset({'Mike', 'and', 'Mitchell', 'Alvin', 'Chipmunks:', 'Chipwrecked', 'the'})"
tt1616195,2011,6.5,J. Edgar,Clint Eastwood,J. Edgar Clint Eastwood,"frozenset({'Edgar', 'Clint', 'J.', 'Eastwood'})"
tt1617661,2015,5.3,Jupiter Ascending,Lana Wachowski Lilly Wachowski,Jupiter Ascending Lana Wachowski Lilly Wachowski,"frozenset({'Ascending', 'Lana', 'Wachowski', 'Jupiter', 'Lilly'})"
tt1618434,2019,6.0,Murder Mystery,Kyle Newacheck,Murder Mystery Kyle Newacheck,"frozenset({'Murder', 'Kyle', 'Mystery', 'Newacheck'})"
tt1618442,2015,5.9,The Last Witch Hunter,Breck Eisner,The Last Witch Hunter Breck Eisner,"frozenset({'Eisner', 'Last', 'Breck', 'The', 'Hunter', 'Witch'})"
tt1619029,2016,6.7,Jackie,Pablo Larraín,Jackie Pablo Larraín,"frozenset({'Larraín', 'Jackie', 'Pablo'})"
tt1620449,2010,4.8,Conference of Animals,Reinhard Klooss Holger Tappe,Conference of Animals Reinhard Klooss Holger Tappe,"frozenset({'Animals', 'of', 'Klooss', 'Tappe', 'Holger', 'Reinhard', 'Conference'})"
tt1620680,2018,4.2,A Wrinkle in Time,Ava DuVernay,A Wrinkle in Time Ava DuVernay,"frozenset({'Ava', 'Wrinkle', 'Time', 'A', 'in', 'DuVernay'})"
tt1620719,2010,6.2,Dabangg,Abhinav Kashyap,Dabangg Abhinav Kashyap,"frozenset({'Abhinav', 'Dabangg', 'Kashyap'})"
tt1620933,2012,8.2,Paan Singh Tomar,Tigmanshu Dhulia,Paan Singh Tomar Tigmanshu Dhulia,"frozenset({'Singh', 'Paan', 'Dhulia', 'Tigmanshu', 'Tomar'})"
tt1620935,2016,6.8,Bleed for This,Ben Younger,Bleed for This Ben Younger,"frozenset({'This', 'for', 'Bleed', 'Younger', 'Ben'})"
tt1620981,2019,5.8,The Addams Family,Greg Tiernan Conrad Vernon,The Addams Family Greg Tiernan Conrad Vernon,"frozenset({'Greg', 'Tiernan', 'Conrad', 'The', 'Vernon', 'Family', 'Addams'})"
tt1621039,2013,5.8,Free Birds,Jimmy Hayward,Free Birds Jimmy Hayward,"frozenset({'Free', 'Birds', 'Hayward', 'Jimmy'})"
tt1621045,2012,6.5,Think Like a Man,Tim Story,Think Like a Man Tim Story,"frozenset({'Man', 'Think', 'Like', 'Story', 'Tim', 'a'})"
tt1621830,2009,8.7,Monpura,Md. Hafizur Rahman Giasuddin Selim,Monpura Md. Hafizur Rahman Giasuddin Selim,"frozenset({'Selim', 'Hafizur', 'Giasuddin', 'Monpura', 'Md.', 'Rahman'})"
tt1622547,2011,6.1,30 Minutes or Less,Ruben Fleischer,30 Minutes or Less Ruben Fleischer,"frozenset({'Fleischer', '30', 'Minutes', 'or', 'Less', 'Ruben'})"
tt1622979,2011,5.9,Final Destination 5,Steven Quale,Final Destination 5 Steven Quale,"frozenset({'Final', 'Destination', '5', 'Quale', 'Steven'})"
tt1623205,2013,6.3,Oz the Great and Powerful,Sam Raimi,Oz the Great and Powerful Sam Raimi,"frozenset({'Oz', 'and', 'Sam', 'Great', 'Powerful', 'Raimi', 'the'})"
tt1623288,2012,7.0,ParaNorman,Chris Butler Sam Fell,ParaNorman Chris Butler Sam Fell,"frozenset({'Butler', 'Sam', 'Fell', 'ParaNorman', 'Chris'})"
tt1625150,2011,7.1,North Sea Texas,Bavo Defurne,North Sea Texas Bavo Defurne,"frozenset({'Texas', 'North', 'Defurne', 'Bavo', 'Sea'})"
tt1625346,2011,6.3,Young Adult,Jason Reitman,Young Adult Jason Reitman,"frozenset({'Young', 'Adult', 'Jason', 'Reitman'})"
tt1626146,2014,6.9,Hector and the Search for Happiness,Peter Chelsom,Hector and the Search for Happiness Peter Chelsom,"frozenset({'and', 'for', 'Search', 'Happiness', 'Peter', 'Chelsom', 'Hector', 'the'})"
tt1628841,2016,5.2,Independence Day: Resurgence,Roland Emmerich,Independence Day: Resurgence Roland Emmerich,"frozenset({'Independence', 'Day:', 'Resurgence', 'Emmerich', 'Roland'})"
tt1629242,2015,5.6,Careful What You Wish For,Elizabeth Allen Rosenbaum,Careful What You Wish For Elizabeth Allen Rosenbaum,"frozenset({'Wish', 'Rosenbaum', 'You', 'What', 'Careful', 'Elizabeth', 'Allen', 'For'})"
tt1629374,2011,6.6,Ronal the Barbarian,Kresten Vestbjerg Andersen Thorbjørn Christoffersen Philip Einstein Lipski,Ronal the Barbarian Kresten Vestbjerg Andersen Thorbjørn Christoffersen Philip Einstein Lipski,"frozenset({'Philip', 'Thorbjørn', 'Vestbjerg', 'Kresten', 'Barbarian', 'Christoffersen', 'Lipski', 'Andersen', 'Einstein', 'Ronal', 'the'})"
tt1629377,2010,6.4,Kidnapped,Miguel Ángel Vivas,Kidnapped Miguel Ángel Vivas,"frozenset({'Miguel', 'Ángel', 'Vivas', 'Kidnapped'})"
tt1629391,2010,7.2,Tere Bin Laden,Abhishek Sharma,Tere Bin Laden Abhishek Sharma,"frozenset({'Laden', 'Sharma', 'Abhishek', 'Tere', 'Bin'})"
tt1629705,2011,6.5,Blackthorn,Mateo Gil,Blackthorn Mateo Gil,"frozenset({'Gil', 'Mateo', 'Blackthorn'})"
tt1629715,2012,7.8,Miss Lovely,Ashim Ahluwalia,Miss Lovely Ashim Ahluwalia,"frozenset({'Ahluwalia', 'Miss', 'Ashim', 'Lovely'})"
tt1629757,2012,7.1,Chasing Mavericks,Michael Apted Curtis Hanson,Chasing Mavericks Michael Apted Curtis Hanson,"frozenset({'Chasing', 'Mavericks', 'Michael', 'Apted', 'Curtis', 'Hanson'})"
tt1630027,2011,7.1,Almanya: Welcome to Germany,Yasemin Samdereli,Almanya: Welcome to Germany Yasemin Samdereli,"frozenset({'to', 'Almanya:', 'Germany', 'Samdereli', 'Welcome', 'Yasemin'})"
tt1631707,2011,6.5,Enter Nowhere,Jack Heller,Enter Nowhere Jack Heller,"frozenset({'Enter', 'Heller', 'Nowhere', 'Jack'})"
tt1631867,2014,7.9,Edge of Tomorrow,Doug Liman,Edge of Tomorrow Doug Liman,"frozenset({'Doug', 'of', 'Tomorrow', 'Liman', 'Edge'})"
tt1632547,2010,7.1,Cold Fish,Sion Sono,Cold Fish Sion Sono,"frozenset({'Sono', 'Sion', 'Fish', 'Cold'})"
tt1632708,2011,6.5,Friends with Benefits,Will Gluck,Friends with Benefits Will Gluck,"frozenset({'Benefits', 'Will', 'with', 'Gluck', 'Friends'})"
tt1633356,2011,4.0,Shark Night,David R. Ellis,Shark Night David R. Ellis,"frozenset({'Night', 'R.', 'Shark', 'David', 'Ellis'})"
tt1634003,2013,6.4,Underdogs,Juan José Campanella,Underdogs Juan José Campanella,"frozenset({'Juan', 'José', 'Campanella', 'Underdogs'})"
tt1634013,2010,8.2,Montevideo: Taste of a Dream,Dragan Bjelogrlic,Montevideo: Taste of a Dream Dragan Bjelogrlic,"frozenset({'Taste', 'Dragan', 'Montevideo:', 'of', 'Bjelogrlic', 'Dream', 'a'})"
tt1634106,2020,5.7,Bloodshot,Dave Wilson,Bloodshot Dave Wilson,"frozenset({'Wilson', 'Bloodshot', 'Dave'})"
tt1634121,2011,5.4,Intruders,Juan Carlos Fresnadillo,Intruders Juan Carlos Fresnadillo,"frozenset({'Carlos', 'Fresnadillo', 'Intruders', 'Juan'})"
tt1634122,2011,6.3,Johnny English Reborn,Oliver Parker,Johnny English Reborn Oliver Parker,"frozenset({'Reborn', 'Oliver', 'Johnny', 'English', 'Parker'})"
tt1634136,2011,6.0,Violet & Daisy,Geoffrey Fletcher,Violet & Daisy Geoffrey Fletcher,"frozenset({'Violet', 'Daisy', '&', 'Geoffrey', 'Fletcher'})"
tt1636826,2012,6.6,Project X,Nima Nourizadeh,Project X Nima Nourizadeh,"frozenset({'Nourizadeh', 'Project', 'Nima', 'X'})"
tt1637688,2011,6.7,In Time,Andrew Niccol,In Time Andrew Niccol,"frozenset({'Niccol', 'In', 'Time', 'Andrew'})"
tt1637706,2011,6.4,Our Idiot Brother,Jesse Peretz,Our Idiot Brother Jesse Peretz,"frozenset({'Jesse', 'Our', 'Brother', 'Idiot', 'Peretz'})"
tt1638002,2014,7.1,"Love, Rosie",Christian Ditter,"Love, Rosie Christian Ditter","frozenset({'Ditter', 'Rosie', 'Love,', 'Christian'})"
tt1638355,2015,7.2,The Man from U.N.C.L.E.,Guy Ritchie,The Man from U.N.C.L.E. Guy Ritchie,"frozenset({'Man', 'Ritchie', 'from', 'The', 'U.N.C.L.E.', 'Guy'})"
tt1638364,2013,7.3,The Armstrong Lie,Alex Gibney,The Armstrong Lie Alex Gibney,"frozenset({'Gibney', 'Lie', 'Armstrong', 'The', 'Alex'})"
tt1639084,2016,6.7,Tallulah,Sian Heder,Tallulah Sian Heder,"frozenset({'Sian', 'Tallulah', 'Heder'})"
tt1639426,2010,8.1,Udaan,Vikramaditya Motwane,Udaan Vikramaditya Motwane,"frozenset({'Udaan', 'Motwane', 'Vikramaditya'})"
tt1639826,2013,6.0,Justin and the Knights of Valour,Manuel Sicilia,Justin and the Knights of Valour Manuel Sicilia,"frozenset({'and', 'Knights', 'Sicilia', 'Valour', 'of', 'Manuel', 'Justin', 'the'})"
tt1640459,2011,6.1,Hobo with a Shotgun,Jason Eisener,Hobo with a Shotgun Jason Eisener,"frozenset({'Jason', 'Hobo', 'with', 'Eisener', 'Shotgun', 'a'})"
tt1640484,2011,5.7,Jumping the Broom,Salim Akil,Jumping the Broom Salim Akil,"frozenset({'Salim', 'Akil', 'Broom', 'Jumping', 'the'})"
tt1640548,2011,5.8,Rampart,Oren Moverman,Rampart Oren Moverman,"frozenset({'Oren', 'Rampart', 'Moverman'})"
tt1640680,2010,7.5,Armadillo,Janus Metz,Armadillo Janus Metz,"frozenset({'Armadillo', 'Janus', 'Metz'})"
