tconst,Year,IMDb rating,Movie title,Staff name,dir_mov,dir_mov_set
tt0110305,1994,5.8,Lassie,Daniel Petrie,Lassie Daniel Petrie,"frozenset({'Lassie', 'Daniel', 'Petrie'})"
tt0110308,1994,7.0,The Last Seduction,John Dahl,The Last Seduction John Dahl,"frozenset({'Dahl', 'Last', 'The', 'Seduction', 'John'})"
tt0110322,1994,7.5,Legends of the Fall,Edward Zwick,Legends of the Fall Edward Zwick,"frozenset({'Zwick', 'of', 'Edward', 'Legends', 'Fall', 'the'})"
tt0110329,1994,4.6,Leprechaun 2,Rodman Flender,Leprechaun 2 Rodman Flender,"frozenset({'Flender', 'Leprechaun', 'Rodman', '2'})"
tt0110353,1994,5.5,Lightning Jack,Simon Wincer,Lightning Jack Simon Wincer,"frozenset({'Wincer', 'Simon', 'Lightning', 'Jack'})"
tt0110357,1994,8.5,The Lion King,Roger Allers Rob Minkoff,The Lion King Roger Allers Rob Minkoff,"frozenset({'Roger', 'Lion', 'The', 'Rob', 'Minkoff', 'Allers', 'King'})"
tt0110363,1994,6.1,Little Big League,Andrew Scheinman,Little Big League Andrew Scheinman,"frozenset({'Scheinman', 'Andrew', 'Little', 'Big', 'League'})"
tt0110364,1994,6.4,Little Giants,Duwayne Dunham,Little Giants Duwayne Dunham,"frozenset({'Duwayne', 'Giants', 'Dunham', 'Little'})"
tt0110365,1994,6.7,Little Odessa,James Gray,Little Odessa James Gray,"frozenset({'Gray', 'Odessa', 'James', 'Little'})"
tt0110366,1994,6.3,The Little Rascals,Penelope Spheeris,The Little Rascals Penelope Spheeris,"frozenset({'Little', 'Rascals', 'The', 'Spheeris', 'Penelope'})"
tt0110367,1994,7.3,Little Women,Gillian Armstrong,Little Women Gillian Armstrong,"frozenset({'Gillian', 'Women', 'Armstrong', 'Little'})"
tt0110413,1994,8.5,Léon: The Professional,Luc Besson,Léon: The Professional Luc Besson,"frozenset({'Professional', 'Léon:', 'Luc', 'The', 'Besson'})"
tt0110428,1994,7.2,The Madness of King George,Nicholas Hytner,The Madness of King George Nicholas Hytner,"frozenset({'Nicholas', 'Madness', 'George', 'of', 'Hytner', 'The', 'King'})"
tt0110438,1994,6.5,Main Khiladi Tu Anari,Sameer Malkan,Main Khiladi Tu Anari Sameer Malkan,"frozenset({'Malkan', 'Khiladi', 'Sameer', 'Anari', 'Main', 'Tu'})"
tt0110442,1994,5.6,Major League II,David S. Ward,Major League II David S. Ward,"frozenset({'Ward', 'Major', 'David', 'S.', 'League', 'II'})"
tt0110443,1995,6.2,Major Payne,Nick Castle,Major Payne Nick Castle,"frozenset({'Castle', 'Major', 'Nick', 'Payne'})"
tt0110475,1994,6.9,The Mask,Chuck Russell,The Mask Chuck Russell,"frozenset({'Russell', 'The', 'Mask', 'Chuck'})"
tt0110478,1994,7.0,Maverick,Richard Donner,Maverick Richard Donner,"frozenset({'Donner', 'Richard', 'Maverick'})"
tt0110516,1994,5.6,Milk Money,Richard Benjamin,Milk Money Richard Benjamin,"frozenset({'Richard', 'Milk', 'Benjamin', 'Money'})"
tt0110527,1994,6.5,Miracle on 34th Street,Les Mayfield,Miracle on 34th Street Les Mayfield,"frozenset({'on', 'Street', 'Mayfield', 'Miracle', '34th', 'Les'})"
tt0110538,1994,5.4,Mixed Nuts,Nora Ephron,Mixed Nuts Nora Ephron,"frozenset({'Mixed', 'Nuts', 'Ephron', 'Nora'})"
tt0110546,1994,7.0,Mohra,Rajiv Rai,Mohra Rajiv Rai,"frozenset({'Rai', 'Mohra', 'Rajiv'})"
tt0110557,1994,5.3,Monkey Trouble,Franco Amurri,Monkey Trouble Franco Amurri,"frozenset({'Amurri', 'Monkey', 'Franco', 'Trouble'})"
tt0110598,1994,7.2,Muriel's Wedding,P.J. Hogan,Muriel's Wedding P.J. Hogan,"frozenset({""Muriel's"", 'Wedding', 'Hogan', 'P.J.'})"
tt0110612,1994,5.5,My Father the Hero,Steve Miner,My Father the Hero Steve Miner,"frozenset({'My', 'Miner', 'Steve', 'the', 'Father', 'Hero'})"
tt0110613,1994,5.3,My Girl 2,Howard Zieff,My Girl 2 Howard Zieff,"frozenset({'My', 'Girl', 'Howard', 'Zieff', '2'})"
tt0110622,1994,6.5,Naked Gun 33 1/3: The Final Insult,Peter Segal,Naked Gun 33 1/3: The Final Insult Peter Segal,"frozenset({'Final', 'Insult', '1/3:', 'Peter', '33', 'The', 'Gun', 'Segal', 'Naked'})"
tt0110631,1994,7.2,Nattevagten,Ole Bornedal,Nattevagten Ole Bornedal,"frozenset({'Nattevagten', 'Ole', 'Bornedal'})"
tt0110632,1994,7.2,Natural Born Killers,Oliver Stone,Natural Born Killers Oliver Stone,"frozenset({'Born', 'Oliver', 'Natural', 'Killers', 'Stone'})"
tt0110638,1994,6.5,Nell,Michael Apted,Nell Michael Apted,"frozenset({'Nell', 'Michael', 'Apted'})"
tt0110647,1994,3.1,The NeverEnding Story III,Peter MacDonald,The NeverEnding Story III Peter MacDonald,"frozenset({'Story', 'Peter', 'MacDonald', 'The', 'III', 'NeverEnding'})"
tt0110657,1994,4.5,The Next Karate Kid,Christopher Cain,The Next Karate Kid Christopher Cain,"frozenset({'Kid', 'Karate', 'Cain', 'Next', 'The', 'Christopher'})"
tt0110678,1994,6.1,No Escape,Martin Campbell,No Escape Martin Campbell,"frozenset({'Escape', 'No', 'Campbell', 'Martin'})"
tt0110684,1994,7.3,Nobody's Fool,Robert Benton,Nobody's Fool Robert Benton,"frozenset({'Benton', 'Fool', ""Nobody's"", 'Robert'})"
tt0110687,1994,4.5,North,Rob Reiner,North Rob Reiner,"frozenset({'Reiner', 'North', 'Rob'})"
tt0110729,1994,7.9,Once Were Warriors,Lee Tamahori,Once Were Warriors Lee Tamahori,"frozenset({'Tamahori', 'Lee', 'Warriors', 'Were', 'Once'})"
tt0110737,1994,6.5,Only You,Norman Jewison,Only You Norman Jewison,"frozenset({'Jewison', 'Only', 'Norman', 'You'})"
tt0110759,1994,6.5,PCU,Hart Bochner,PCU Hart Bochner,"frozenset({'Hart', 'Bochner', 'PCU'})"
tt0110763,1994,6.1,The Pagemaster,Pixote Hunt Joe Johnston,The Pagemaster Pixote Hunt Joe Johnston,"frozenset({'Pagemaster', 'Hunt', 'Pixote', 'Johnston', 'The', 'Joe'})"
tt0110771,1994,6.6,The Paper,Ron Howard,The Paper Ron Howard,"frozenset({'The', 'Howard', 'Ron', 'Paper'})"
tt0110823,1994,6.0,Phantasm III: Lord of the Dead,Don Coscarelli,Phantasm III: Lord of the Dead Don Coscarelli,"frozenset({'Coscarelli', 'Don', 'of', 'Lord', 'Phantasm', 'III:', 'the', 'Dead'})"
tt0110857,1994,3.4,Police Academy: Mission to Moscow,Alan Metter,Police Academy: Mission to Moscow Alan Metter,"frozenset({'to', 'Mission', 'Police', 'Alan', 'Academy:', 'Moscow', 'Metter'})"
tt0110877,1994,7.7,The Postman,Michael Radford,The Postman Michael Radford,"frozenset({'Radford', 'The', 'Postman', 'Michael'})"
tt0110882,1994,7.9,Before the Rain,Milcho Manchevski,Before the Rain Milcho Manchevski,"frozenset({'Rain', 'Before', 'Manchevski', 'Milcho', 'the'})"
tt0110889,1994,7.1,Priest,Antonia Bird,Priest Antonia Bird,"frozenset({'Bird', 'Antonia', 'Priest'})"
tt0110907,1994,5.2,Ready to Wear,Robert Altman,Ready to Wear Robert Altman,"frozenset({'to', 'Wear', 'Robert', 'Ready', 'Altman'})"
tt0110912,1994,8.9,Pulp Fiction,Quentin Tarantino,Pulp Fiction Quentin Tarantino,"frozenset({'Pulp', 'Fiction', 'Quentin', 'Tarantino'})"
tt0110917,1994,7.6,A Pure Formality,Giuseppe Tornatore,A Pure Formality Giuseppe Tornatore,"frozenset({'Formality', 'Tornatore', 'Giuseppe', 'A', 'Pure'})"
tt0110932,1994,7.5,Quiz Show,Robert Redford,Quiz Show Robert Redford,"frozenset({'Robert', 'Redford', 'Show', 'Quiz'})"
tt0110950,1994,6.6,Reality Bites,Ben Stiller,Reality Bites Ben Stiller,"frozenset({'Bites', 'Ben', 'Stiller', 'Reality'})"
tt0110955,1994,6.9,The Ref,Ted Demme,The Ref Ted Demme,"frozenset({'Demme', 'The', 'Ted', 'Ref'})"
tt0110963,1994,7.4,Queen Margot,Patrice Chéreau,Queen Margot Patrice Chéreau,"frozenset({'Patrice', 'Queen', 'Margot', 'Chéreau'})"
tt0110971,1994,6.2,Renaissance Man,Penny Marshall,Renaissance Man Penny Marshall,"frozenset({'Renaissance', 'Marshall', 'Penny', 'Man'})"
tt0110978,1995,3.3,Texas Chainsaw Massacre: The Next Generation,Kim Henkel,Texas Chainsaw Massacre: The Next Generation Kim Henkel,"frozenset({'Texas', 'Kim', 'Massacre:', 'Generation', 'Next', 'Henkel', 'The', 'Chainsaw'})"
tt0110989,1994,5.4,Richie Rich,Donald Petrie,Richie Rich Donald Petrie,"frozenset({'Richie', 'Donald', 'Petrie', 'Rich'})"
tt0110997,1994,6.4,The River Wild,Curtis Hanson,The River Wild Curtis Hanson,"frozenset({'Curtis', 'Wild', 'The', 'River', 'Hanson'})"
tt0111001,1994,5.9,The Road to Wellville,Alan Parker,The Road to Wellville Alan Parker,"frozenset({'to', 'Alan', 'Wellville', 'The', 'Road', 'Parker'})"
tt0111003,1994,5.9,The Puppet Masters,Stuart Orme,The Puppet Masters Stuart Orme,"frozenset({'Masters', 'Orme', 'The', 'Stuart', 'Puppet'})"
tt0111070,1994,6.5,The Santa Clause,John Pasquin,The Santa Clause John Pasquin,"frozenset({'Pasquin', 'Clause', 'Santa', 'The', 'John'})"
tt0111094,1994,5.4,The Scout,Michael Ritchie,The Scout Michael Ritchie,"frozenset({'Ritchie', 'Scout', 'The', 'Michael'})"
tt0111112,1994,7.4,The Secret of Roan Inish,John Sayles,The Secret of Roan Inish John Sayles,"frozenset({'of', 'Sayles', 'The', 'Roan', 'Secret', 'Inish', 'John'})"
tt0111127,1994,6.8,Serial Mom,John Waters,Serial Mom John Waters,"frozenset({'Serial', 'John', 'Mom', 'Waters'})"
tt0111143,1994,6.0,The Shadow,Russell Mulcahy,The Shadow Russell Mulcahy,"frozenset({'Russell', 'The', 'Mulcahy', 'Shadow'})"
tt0111149,1994,7.3,Shallow Grave,Danny Boyle,Shallow Grave Danny Boyle,"frozenset({'Danny', 'Shallow', 'Grave', 'Boyle'})"
tt0111161,1994,9.3,The Shawshank Redemption,Frank Darabont,The Shawshank Redemption Frank Darabont,"frozenset({'Frank', 'Shawshank', 'Redemption', 'The', 'Darabont'})"
tt0111201,1994,5.9,Sirens,John Duigan,Sirens John Duigan,"frozenset({'Duigan', 'John', 'Sirens'})"
tt0111252,1994,6.3,Spanking the Monkey,David O. Russell,Spanking the Monkey David O. Russell,"frozenset({'Russell', 'Monkey', 'O.', 'David', 'Spanking', 'the'})"
tt0111255,1994,5.6,The Specialist,Luis Llosa,The Specialist Luis Llosa,"frozenset({'The', 'Specialist', 'Llosa', 'Luis'})"
tt0111257,1994,7.3,Speed,Jan de Bont,Speed Jan de Bont,"frozenset({'Speed', 'Jan', 'Bont', 'de'})"
tt0111280,1994,6.6,Star Trek: Generations,David Carson,Star Trek: Generations David Carson,"frozenset({'Carson', 'Star', 'David', 'Generations', 'Trek:'})"
tt0111282,1994,7.0,Stargate,Roland Emmerich,Stargate Roland Emmerich,"frozenset({'Emmerich', 'Roland', 'Stargate'})"
tt0111301,1994,4.0,Street Fighter,Steven E. de Souza,Street Fighter Steven E. de Souza,"frozenset({'Street', 'Fighter', 'Souza', 'E.', 'Steven', 'de'})"
tt0111323,1994,6.2,Surviving the Game,Ernest R. Dickerson,Surviving the Game Ernest R. Dickerson,"frozenset({'Game', 'Ernest', 'Surviving', 'R.', 'Dickerson', 'the'})"
tt0111333,1994,6.4,The Swan Princess,Richard Rich,The Swan Princess Richard Rich,"frozenset({'Princess', 'The', 'Richard', 'Rich', 'Swan'})"
tt0111341,1994,8.3,Satantango,Béla Tarr,Satantango Béla Tarr,"frozenset({'Satantango', 'Tarr', 'Béla'})"
tt0111400,1994,5.5,Terminal Velocity,Deran Sarafian,Terminal Velocity Deran Sarafian,"frozenset({'Deran', 'Terminal', 'Sarafian', 'Velocity'})"
tt0111418,1994,6.3,Threesome,Andrew Fleming,Threesome Andrew Fleming,"frozenset({'Threesome', 'Andrew', 'Fleming'})"
tt0111419,1994,6.2,Thumbelina,Don Bluth Gary Goldman,Thumbelina Don Bluth Gary Goldman,"frozenset({'Don', 'Goldman', 'Bluth', 'Thumbelina', 'Gary'})"
tt0111438,1994,5.9,Timecop,Peter Hyams,Timecop Peter Hyams,"frozenset({'Hyams', 'Peter', 'Timecop'})"
tt0111477,1994,5.9,Trapped in Paradise,George Gallo,Trapped in Paradise George Gallo,"frozenset({'Trapped', 'George', 'Paradise', 'Gallo', 'in'})"
tt0111495,1994,8.1,Three Colors: Red,Krzysztof Kieslowski,Three Colors: Red Krzysztof Kieslowski,"frozenset({'Three', 'Kieslowski', 'Red', 'Colors:', 'Krzysztof'})"
tt0111503,1994,7.3,True Lies,James Cameron,True Lies James Cameron,"frozenset({'James', 'True', 'Lies', 'Cameron'})"
tt0111507,1994,7.6,Three Colors: White,Krzysztof Kieslowski,Three Colors: White Krzysztof Kieslowski,"frozenset({'Three', 'White', 'Kieslowski', 'Colors:', 'Krzysztof'})"
tt0111512,1994,7.5,The Legend of Drunken Master,Chia-Liang Liu,The Legend of Drunken Master Chia-Liang Liu,"frozenset({'Drunken', 'of', 'Liu', 'Legend', 'The', 'Chia-Liang', 'Master'})"
tt0111667,1994,6.7,The War,Jon Avnet,The War Jon Avnet,"frozenset({'Avnet', 'Jon', 'The', 'War'})"
tt0111686,1994,6.4,New Nightmare,Wes Craven,New Nightmare Wes Craven,"frozenset({'New', 'Nightmare', 'Wes', 'Craven'})"
tt0111693,1994,6.5,When a Man Loves a Woman,Luis Mandoki,When a Man Loves a Woman Luis Mandoki,"frozenset({'Man', 'When', 'Woman', 'Loves', 'Mandoki', 'Luis', 'a'})"
tt0111732,1994,6.7,With Honors,Alek Keshishian,With Honors Alek Keshishian,"frozenset({'Alek', 'With', 'Keshishian', 'Honors'})"
tt0111742,1994,6.2,Wolf,Mike Nichols,Wolf Mike Nichols,"frozenset({'Mike', 'Wolf', 'Nichols'})"
tt0111756,1994,6.7,Wyatt Earp,Lawrence Kasdan,Wyatt Earp Lawrence Kasdan,"frozenset({'Kasdan', 'Wyatt', 'Earp', 'Lawrence'})"
tt0111797,1994,7.8,Eat Drink Man Woman,Ang Lee,Eat Drink Man Woman Ang Lee,"frozenset({'Man', 'Lee', 'Eat', 'Ang', 'Woman', 'Drink'})"
tt0111845,1994,7.7,Through the Olive Trees,Abbas Kiarostami,Through the Olive Trees Abbas Kiarostami,"frozenset({'Kiarostami', 'Olive', 'Abbas', 'Through', 'Trees', 'the'})"
tt0112281,1995,6.4,Ace Ventura: When Nature Calls,Steve Oedekerk,Ace Ventura: When Nature Calls Steve Oedekerk,"frozenset({'Ace', 'Oedekerk', 'Steve', 'Ventura:', 'Calls', 'Nature', 'When'})"
tt0112288,1995,6.4,The Addiction,Abel Ferrara,The Addiction Abel Ferrara,"frozenset({'The', 'Abel', 'Addiction', 'Ferrara'})"
tt0112302,1995,5.5,Tom and Huck,Peter Hewitt,Tom and Huck Peter Hewitt,"frozenset({'and', 'Huck', 'Hewitt', 'Peter', 'Tom'})"
tt0112346,1995,6.8,The American President,Rob Reiner,The American President Rob Reiner,"frozenset({'President', 'Reiner', 'American', 'The', 'Rob'})"
tt0112368,1995,6.7,Angus,Patrick Read Johnson,Angus Patrick Read Johnson,"frozenset({'Johnson', 'Read', 'Angus', 'Patrick'})"
tt0112379,1995,7.4,Antonia's Line,Marleen Gorris,Antonia's Line Marleen Gorris,"frozenset({""Antonia's"", 'Gorris', 'Line', 'Marleen'})"
tt0112384,1995,7.7,Apollo 13,Ron Howard,Apollo 13 Ron Howard,"frozenset({'Apollo', '13', 'Howard', 'Ron'})"
tt0112401,1995,6.3,Assassins,Richard Donner,Assassins Richard Donner,"frozenset({'Assassins', 'Richard', 'Donner'})"
tt0112431,1995,6.9,Babe,Chris Noonan,Babe Chris Noonan,"frozenset({'Chris', 'Noonan', 'Babe'})"
tt0112442,1995,6.8,Bad Boys,Michael Bay,Bad Boys Michael Bay,"frozenset({'Boys', 'Bay', 'Bad', 'Michael'})"
tt0112445,1995,7.6,The White Balloon,Jafar Panahi,The White Balloon Jafar Panahi,"frozenset({'Panahi', 'Jafar', 'White', 'The', 'Balloon'})"
tt0112453,1995,7.1,Balto,Simon Wells,Balto Simon Wells,"frozenset({'Balto', 'Simon', 'Wells'})"
tt0112461,1995,7.3,The Basketball Diaries,Scott Kalvert,The Basketball Diaries Scott Kalvert,"frozenset({'Diaries', 'Scott', 'Basketball', 'The', 'Kalvert'})"
tt0112462,1995,5.4,Batman Forever,Joel Schumacher,Batman Forever Joel Schumacher,"frozenset({'Joel', 'Forever', 'Schumacher', 'Batman'})"
tt0112471,1995,8.1,Before Sunrise,Richard Linklater,Before Sunrise Richard Linklater,"frozenset({'Richard', 'Linklater', 'Sunrise', 'Before'})"
tt0112499,1995,5.5,The Big Green,Holly Goldberg Sloan,The Big Green Holly Goldberg Sloan,"frozenset({'Big', 'Holly', 'Green', 'The', 'Sloan', 'Goldberg'})"
tt0112508,1995,6.3,Billy Madison,Tamra Davis,Billy Madison Tamra Davis,"frozenset({'Tamra', 'Billy', 'Madison', 'Davis'})"
tt0112541,1995,6.6,Blue in the Face,Paul Auster Wayne Wang Harvey Wang,Blue in the Face Paul Auster Wayne Wang Harvey Wang,"frozenset({'Paul', 'Face', 'Wayne', 'Harvey', 'Auster', 'Blue', 'in', 'the', 'Wang'})"
tt0112553,1995,8.1,Bombay,Mani Ratnam,Bombay Mani Ratnam,"frozenset({'Ratnam', 'Bombay', 'Mani'})"
tt0112571,1995,6.4,Boys on the Side,Herbert Ross,Boys on the Side Herbert Ross,"frozenset({'on', 'Ross', 'Side', 'Boys', 'Herbert', 'the'})"
tt0112572,1995,6.1,The Brady Bunch Movie,Betty Thomas,The Brady Bunch Movie Betty Thomas,"frozenset({'Thomas', 'Brady', 'The', 'Bunch', 'Movie', 'Betty'})"
tt0112602,1995,5.6,Bushwhacked,Greg Beeman,Bushwhacked Greg Beeman,"frozenset({'Greg', 'Bushwhacked', 'Beeman'})"
tt0112606,1995,6.1,Bye Bye Love,Sam Weisman,Bye Bye Love Sam Weisman,"frozenset({'Weisman', 'Bye', 'Sam', 'Love'})"
tt0112625,1995,5.2,Candyman: Farewell to the Flesh,Bill Condon,Candyman: Farewell to the Flesh Bill Condon,"frozenset({'to', 'Farewell', 'Flesh', 'Condon', 'Bill', 'Candyman:', 'the'})"
tt0112641,1995,8.2,Casino,Martin Scorsese,Casino Martin Scorsese,"frozenset({'Scorsese', 'Casino', 'Martin'})"
tt0112642,1995,6.1,Casper,Brad Silberling,Casper Brad Silberling,"frozenset({'Casper', 'Silberling', 'Brad'})"
tt0112651,1995,7.8,The Celluloid Closet,Rob Epstein Jeffrey Friedman,The Celluloid Closet Rob Epstein Jeffrey Friedman,"frozenset({'Friedman', 'Epstein', 'Jeffrey', 'Closet', 'The', 'Rob', 'Celluloid'})"
